ps -aux >> 03.report.process.shell.txt

USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
dumdum    3153  0.0  0.0 239236  6000 tty2     Sl+  08:38   0:00 /usr/lib/gnome-disk-utility/gsd-disk-utility-notify
dumdum    3155  0.0  0.8 655000 67704 tty2     Sl+  08:38   0:01 nautilus-desktop
dumdum    3156  0.0  0.2 268316 20600 tty2     Sl+  08:38   0:00 /usr/bin/python3 /usr/lib/hidpi-daemon/hidpi-notification
dumdum    3179  0.0  0.1 402796 13656 tty2     Sl+  08:38   0:00 /usr/lib/gnome-settings-daemon/gsd-printer
dumdum    3199  0.0  0.5 2098744 42716 ?       Ssl  08:38   0:00 /usr/lib/evolution/evolution-calendar-factory
dumdum    3211  0.0  0.1 181320  8672 tty2     Sl   08:38   0:05 /usr/lib/ibus/ibus-engine-simple
dumdum    3257  0.0  0.1 340332 10032 ?        Sl   08:38   0:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.7 /org/gtk/gvfs/exec_spaw/0
dumdum    3269  0.0  0.3 820360 29052 ?        Ssl  08:38   0:00 /usr/lib/evolution/evolution-addressbook-factory
dumdum    3452  4.5  6.5 2793476 525692 tty2   Sl+  08:38   5:01 /usr/lib/firefox/firefox
dumdum    3549  0.7  2.6 1794724 216624 tty2   Sl+  08:38   0:50 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 174329 -parentBuildID 20190410105222 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 3452 true tab
dumdum    3677  0.2  1.4 1413060 119996 tty2   Sl+  08:39   0:13 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 5405 -prefMapSize 174329 -parentBuildID 20190410105222 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 3452 true tab
dumdum    3832  2.4  3.7 1596788 302152 tty2   Sl+  08:39   2:38 /usr/lib/firefox/firefox -contentproc -childID 5 -isForBrowser -prefsLen 6275 -prefMapSize 174329 -parentBuildID 20190410105222 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 3452 true tab
dumdum    3995  2.3  1.2 882216 103684 tty2    Sl+  08:39   2:35 io.elementary.appcenter -s
dumdum    4578  3.7  3.4 1814040 276280 tty2   Sl+  08:40   4:01 /usr/lib/firefox/firefox -contentproc -childID 6 -isForBrowser -prefsLen 7080 -prefMapSize 174329 -parentBuildID 20190410105222 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 3452 true tab
root     26275  0.0  0.0      0     0 ?        I<   08:43   0:00 [xfsalloc]
root     26276  0.0  0.0      0     0 ?        I<   08:43   0:00 [xfs_mru_cache]
root     26286  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsIO]
root     26287  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsCommit]
root     26288  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsCommit]
root     26289  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsCommit]
root     26290  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsCommit]
root     26291  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsCommit]
root     26292  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsCommit]
root     26293  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsCommit]
root     26294  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsCommit]
root     26295  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsCommit]
root     26296  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsCommit]
root     26297  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsCommit]
root     26298  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsCommit]
root     26299  0.0  0.0      0     0 ?        S    08:43   0:00 [jfsSync]
dumdum   27255  0.2  2.2 1558624 183456 tty2   Sl+  08:44   0:13 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7355 -prefMapSize 174329 -parentBuildID 20190410105222 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 3452 true tab
dumdum   27406  0.2  0.7 1479480 60416 ?       Sl   08:45   0:18 /usr/bin/nautilus --gapplication-service
dumdum   27599  1.9  2.3 1735264 184992 tty2   Sl+  08:54   1:53 /usr/lib/firefox/firefox -contentproc -childID 11 -isForBrowser -prefsLen 7355 -prefMapSize 174329 -parentBuildID 20190410105222 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 3452 true tab
dumdum   27828  0.0  0.2 476168 18168 ?        Sl   09:03   0:00 /usr/lib/gvfs/gvfsd-http --spawner :1.7 /org/gtk/gvfs/exec_spaw/1
dumdum   27851  1.9  2.9 1577812 240388 tty2   Sl+  09:04   1:39 /usr/lib/firefox/firefox -contentproc -childID 13 -isForBrowser -prefsLen 7355 -prefMapSize 174329 -parentBuildID 20190410105222 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 3452 true tab
root     28010  0.0  0.0      0     0 ?        I    09:09   0:02 [kworker/u24:1-events_power_efficient]
root     28261  0.0  0.0      0     0 ?        I    09:26   0:00 [kworker/10:2-mm_percpu_wq]
dumdum   28305  0.0  0.1 414216  9852 ?        Sl   09:27   0:00 /usr/lib/gvfs/gvfsd-network --spawner :1.7 /org/gtk/gvfs/exec_spaw/3
dumdum   28335  0.0  0.0 341864  7632 ?        Sl   09:27   0:00 /usr/lib/gvfs/gvfsd-dnssd --spawner :1.7 /org/gtk/gvfs/exec_spaw/6
root     28385  0.0  0.0      0     0 ?        I    09:28   0:00 [kworker/0:2-mm_percpu_wq]
dumdum   28556  0.4  0.4 671776 38824 ?        Ssl  09:38   0:12 /usr/lib/gnome-terminal/gnome-terminal-server
root     28743  0.0  0.0      0     0 ?        I    09:51   0:00 [kworker/2:2-rcu_gp]
dumdum   28754  0.0  0.0 490700  7924 tty2     Sl+  09:52   0:00 /usr/lib/speech-dispatcher-modules/sd_espeak-ng /etc/speech-dispatcher/modules/espeak-ng.conf
dumdum   28760  0.0  0.0 386760  5264 tty2     Sl+  09:52   0:00 /usr/lib/speech-dispatcher-modules/sd_generic /etc/speech-dispatcher/modules/generic.conf
dumdum   28763  0.0  0.0 386732  4792 tty2     Sl+  09:52   0:00 /usr/lib/speech-dispatcher-modules/sd_dummy /etc/speech-dispatcher/modules/dummy.conf
dumdum   28766  0.0  0.0 169260  2076 ?        Ssl  09:52   0:00 /usr/bin/speech-dispatcher --spawn --communication-method unix_socket --socket-path /run/user/1000/speech-dispatcher/speechd.sock
root     28843  0.0  0.0      0     0 ?        I    10:00   0:00 [kworker/11:0-mm_percpu_wq]
dumdum   28872  0.0  0.0  22620  5028 pts/1    Ss+  10:04   0:00 bash
root     28910  0.0  0.0      0     0 ?        I    10:07   0:00 [kworker/1:0-mm_percpu_wq]
root     28914  0.0  0.0      0     0 ?        I    10:07   0:00 [kworker/2:0-mm_percpu_wq]
root     28956  0.0  0.0      0     0 ?        I    10:09   0:00 [kworker/u24:3-events_unbound]
dumdum   28996  0.0  0.1 408248 10484 ?        Ssl  10:14   0:00 /usr/bin/zeitgeist-daemon
dumdum   29015  0.0  0.2 288128 16860 ?        Ssl  10:14   0:00 /usr/lib/zeitgeist/zeitgeist/zeitgeist-fts
root     29112  0.0  0.0      0     0 ?        I    10:17   0:00 [kworker/6:0-events]
root     29116  0.0  0.0      0     0 ?        I    10:18   0:00 [kworker/3:2-events]
root     29118  0.0  0.0      0     0 ?        I    10:18   0:00 [kworker/1:2-events]
root     29142  0.0  0.0      0     0 ?        I    10:18   0:00 [kworker/0:0-mm_percpu_wq]
root     29155  0.0  0.0      0     0 ?        I    10:19   0:00 [kworker/2:1-mm_percpu_wq]
dumdum   29161  0.0  0.0  23544  6212 pts/0    Ss   10:20   0:00 bash
root     29198  0.0  0.0      0     0 ?        I    10:21   0:00 [kworker/11:1-events]
root     29199  0.0  0.0      0     0 ?        I    10:21   0:00 [kworker/10:0-mm_percpu_wq]
root     29206  0.0  0.0      0     0 ?        I    10:21   0:00 [kworker/u24:0-events_unbound]
root     29210  0.0  0.0      0     0 ?        I    10:21   0:00 [kworker/5:2-events]
root     29225  0.0  0.0      0     0 ?        I    10:22   0:00 [kworker/8:2-events]
root     29240  0.0  0.0      0     0 ?        I    10:22   0:00 [kworker/9:1-mm_percpu_wq]
root     29261  0.0  0.0      0     0 ?        I    10:23   0:00 [kworker/4:2-mm_percpu_wq]
root     29262  0.0  0.0      0     0 ?        I    10:23   0:00 [kworker/7:2-events]
root     29263  0.0  0.0      0     0 ?        I    10:23   0:00 [kworker/1:1]
root     29272  0.0  0.0      0     0 ?        I    10:23   0:00 [kworker/3:1-events]
root     29281  0.0  0.0      0     0 ?        I    10:24   0:00 [kworker/0:1-events]
root     29286  0.0  0.0      0     0 ?        I    10:24   0:00 [kworker/6:1-mm_percpu_wq]
dumdum   29317 12.1  2.8 1563984 231312 tty2   Sl+  10:25   0:20 /usr/lib/firefox/firefox -contentproc -childID 16 -isForBrowser -prefsLen 7412 -prefMapSize 174329 -parentBuildID 20190410105222 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 3452 true tab
dumdum   29358  0.1  0.9 1381468 79428 tty2    Sl+  10:25   0:00 /usr/lib/firefox/firefox -contentproc -childID 17 -isForBrowser -prefsLen 7412 -prefMapSize 174329 -parentBuildID 20190410105222 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 3452 true tab
root     29399  0.0  0.0      0     0 ?        I    10:26   0:00 [kworker/11:2-events]
root     29419  0.0  0.0      0     0 ?        I    10:27   0:00 [kworker/5:1]
root     29422  0.0  0.0      0     0 ?        I    10:27   0:00 [kworker/8:0-mm_percpu_wq]
root     29423  0.0  0.0      0     0 ?        I    10:27   0:00 [kworker/10:1-events]
root     29426  0.0  0.0      0     0 ?        I    10:28   0:00 [kworker/7:1-events]
root     29427  0.0  0.0      0     0 ?        I    10:28   0:00 [kworker/9:2]
dumdum   29428  0.0  0.0  31608  3192 pts/0    R+   10:28   0:00 ps -aux

------------------------------------------------------------------------------------------------------
ps -aux | grep gnome-calculator | grep -v grep | awk {'print $2'} >> 03.report.process.shell.txt 
29698

------------------------------------------------------------------------------------------------------
cat /proc/29698/status | head
Name:	gnome-calculato
Umask:	0002
State:	S (sleeping)
Tgid:	29698
Ngid:	0
Pid:	29698
PPid:	2928
TracerPid:	0
Uid:	1000	1000	1000	1000
Gid:	1000	1000	1000	1000

-----------------------------------------------------------------------------------------------------
kill -s STOP 30185

-----------------------------------------------------------------------------------------------------
kill -s CONT 30185

-----------------------------------------------------------------------------------------------------
kill -s KILL 30185
